lat,lon
47.45983971,-69.22447003
47.17774122,-68.90003289
47.36006842,-68.3276678
47.19669236,-67.95342126
47.0672248,-67.79019835
45.69373616,-67.81809594
45.58410298,-67.43098226
45.28103165,-67.48828047
45.11258374,-67.11255895
44.81299512,-67.1622624
44.81622762,-66.949091
44.49256733,-67.71185255
44.60516112,-67.78949727
44.33237889,-68.05867621
44.58737635,-68.2460553
44.46508787,-68.2258474
44.41172352,-68.5852844
44.22864479,-68.52445845
44.31130492,-68.82566821
44.3680526,-68.66645829
44.38418833,-68.8207612
44.68358491,-68.81809981
43.9316525,-69.21244759
44.06921154,-69.16425053
43.94203971,-69.31817591
44.09361661,-69.37662561
43.78129633,-69.65627187
44.05244454,-69.61614556
43.75427455,-69.77517108
44.13967367,-69.7602928
43.91924676,-69.92183024
43.74473267,-69.77849842
43.89901383,-69.88984027
43.72914549,-70.02569974
43.86602903,-69.9469201
43.84042489,-70.0970477
43.0755997,-70.6667359
43.13360895,-70.8897075
43.04306384,-70.71200201
42.70114369,-70.82652579
42.63598443,-70.59124257
42.5513488,-70.9180868
42.28224378,-71.04026973
42.25468486,-70.76667517
42.00435006,-70.59759584
42.0014233,-70.71090625
41.70714868,-70.33068482
41.80771574,-70.00174947
42.06306013,-70.24550588
42.05297838,-70.07945444
41.67856144,-69.93116851
41.515304,-70.65572365
41.74262845,-70.61076095
41.75190319,-70.74530007
41.4571577,-71.19435674
41.79667048,-71.08075863
41.64965669,-71.299389
41.85810846,-71.37987378
41.36063637,-71.47940332
41.30215931,-72.90608232
40.70007779,-74.0122214
41.07594178,-73.86643545
41.32104012,-73.9863227
40.90389072,-73.93207971
40.48359909,-74.35052017
40.31135486,-74.00297664
40.4782082,-73.99944837
40.30527321,-73.97595
39.76783895,-74.09706972
40.0623953,-74.12029387
39.36438488,-74.40943231
39.33067325,-74.69783709
39.28648606,-74.5540576
38.93123948,-74.96328583
39.17488511,-74.89945088
39.1885211,-75.1519379
39.61937003,-75.57217826
39.99069158,-75.05434878
39.62056389,-75.61543505
38.92724466,-75.31399338
38.80075493,-75.09117671
38.60937239,-75.063577
38.58762167,-75.23225111
38.60639293,-75.05976879
38.44198825,-75.05010999
37.11988149,-75.94880221
37.56857813,-75.93900425
37.99457738,-75.62064933
37.92275837,-75.89571565
38.08707478,-75.74900826
38.13583418,-75.95970014
38.42357648,-75.82853295
38.21784607,-76.03339736
38.47418138,-76.33116575
38.52928286,-76.14259339
38.62759034,-76.28472554
38.58561704,-75.97522625
38.79581896,-75.93273351
38.57924356,-76.02542288
38.76773971,-76.09520395
38.6917365,-76.34616599
38.86291872,-76.25609553
38.79511346,-76.11178148
38.97442569,-76.24577492
39.15291976,-76.00206047
39.05383889,-76.22723953
39.31889161,-76.18572734
39.35691051,-75.85256208
39.39513509,-76.04037558
39.52931188,-75.80161147
39.44924711,-76.00744957
39.56793162,-76.03683238
39.3003692,-76.28246626
39.38441065,-76.41571969
39.19539406,-76.44308018
39.27071749,-76.62672199
39.01179318,-76.39429404
39.08018072,-76.61398087
38.9415552,-76.45062802
38.97613653,-76.60531731
38.38417197,-76.3812256
38.46896742,-76.64410012
38.66594408,-76.68709351
38.4970933,-76.69911039
38.29919633,-76.37500808
38.04003578,-76.32210922
38.38982372,-76.86909605
38.29014317,-76.92414649
38.50458409,-77.02458086
38.3830555,-77.25038473
38.69717396,-76.99487599
38.89509602,-76.96220083
38.90962651,-77.09591823
38.71910295,-77.04338697
38.67053875,-77.24262999
38.35046666,-77.36638182
38.40045666,-77.0428002
38.20474344,-76.99849883
37.89029946,-76.23692159
37.8774793,-76.43759246
37.61451446,-76.27953315
37.64231897,-76.50974507
38.16192803,-77.06453899
37.43585184,-76.2513985
37.31096707,-76.2782749
37.45092988,-76.44881485
37.28011571,-76.37673814
37.24697374,-76.50474029
37.58754624,-76.79274924
37.54200951,-76.97639827
37.08453658,-76.27126018
36.96377894,-76.41894281
37.3686082,-76.87472331
37.23442312,-76.91765106
37.30843399,-77.31668121
37.19742757,-76.68433205
36.9554148,-76.48629458
36.80498015,-76.55831694
36.92203961,-75.99625028
35.78334857,-75.53273297
36.72034507,-75.94643651
36.48664843,-75.90253282
36.52664843,-76.09993274
36.07224851,-75.79523288
36.33314846,-75.96953282
36.1650485,-75.93433283
36.37174844,-76.23113271
36.1464485,-76.06113279
36.2128485,-76.47513266
36.09394852,-76.30483272
36.01014855,-76.57803264
36.30034849,-76.68003259
36.40534846,-76.93783248
36.29354849,-76.70093259
35.91814858,-76.75653259
35.99014853,-76.06063277
35.6874486,-76.04273282
35.6958486,-76.16213279
35.64634861,-76.03663282
35.97594854,-75.86173286
35.82354856,-75.72983291
35.62494861,-75.73413292
35.3259487,-76.15313279
35.40064868,-76.53113268
35.57504864,-76.48293269
35.52124864,-76.72403262
35.38824869,-76.57663267
35.55744867,-77.0928325
35.28024871,-76.46893271
34.96514879,-76.80353262
35.16474874,-77.09343252
34.8990488,-76.91343259
34.9059488,-76.67133266
34.88834879,-76.51753271
35.07564875,-76.47023272
34.91594879,-76.44183273
35.00941816,-76.29665549
34.72094883,-76.51283272
34.76824884,-77.14993252
34.54562632,-77.31796002
34.75334885,-77.43463243
34.5263489,-77.34273247
34.05956899,-77.89099543
34.19267544,-77.95779697
33.88824906,-78.0166323
33.94894904,-78.36693219
33.75408772,-78.79670157
33.20879157,-79.17475212
33.31411917,-79.27412677
33.53428225,-79.10507828
33.36554335,-79.29153344
33.12557998,-79.2460806
33.18355705,-79.40201817
33.12285304,-79.27689895
32.76736111,-79.85728057
32.92217377,-79.77282048
32.82939491,-79.92517541
32.97823105,-79.94196828
32.76906964,-79.92880727
32.84611826,-80.04648297
32.74383365,-79.87903229
32.63845208,-80.01030725
32.786761,-80.10814045
32.69610233,-79.99050359
32.61118142,-80.14583984
32.61315168,-79.99691626
32.55972937,-80.17771554
32.71942986,-80.19039439
32.47796372,-80.33335316
32.62083719,-80.39431414
32.49522773,-80.42098281
32.54531293,-80.87399719
32.18780435,-80.79019541
32.14012449,-81.14411018
31.90782187,-80.93513101
31.91660388,-81.21660643
31.32469399,-81.28383388
31.37875851,-81.49178936
31.11051385,-81.453291
31.20632351,-81.62735002
31.04791299,-81.42642965
30.99914627,-81.65007623
30.95232944,-81.44378423
30.71737841,-81.60666139
30.69049216,-81.42782977
30.51637056,-81.43757259
30.55946387,-81.60304752
30.41109547,-81.45994799
30.42079212,-81.72901596
30.35486658,-81.61960457
30.11293431,-81.76711583
29.77293205,-81.55636736
29.3177355,-81.67866489
29.23591476,-81.52481431
29.54266319,-81.70253112
29.77007852,-81.52095235
30.31627626,-81.66410589
30.36893668,-81.44823624
29.07241335,-80.99061032
28.58286561,-80.5733041
28.16442199,-80.61578678
28.49308293,-80.73275768
28.60084638,-80.61844798
28.79935515,-80.84168002
28.62668122,-80.81774844
26.79668408,-80.03143945
25.18304852,-80.38877759
25.11599727,-81.08678693
25.33788714,-81.14393415
25.25198163,-80.90341876
25.51688343,-81.21014613
25.56391741,-81.02559354
25.97530972,-81.73887457
26.44392671,-81.85385442
26.4859517,-82.01190586
26.7138318,-81.76774861
26.52568989,-82.04127449
27.01869708,-81.98465365
27.02774493,-82.27278594
26.79724252,-82.14875603
26.81852979,-82.28443845
27.46965318,-82.68951035
27.52286224,-82.4342258
27.53383752,-82.64238099
27.8618922,-82.3425384
27.83311825,-82.53367688
28.03698675,-82.69338939
27.70511319,-82.63802257
27.85934088,-82.84818816
28.89290441,-82.63126177
30.10743024,-84.00115877
29.66392369,-85.34970744
29.89950046,-85.36427631
30.11597142,-85.72474822
30.03018992,-85.39119218
30.17627908,-85.73269185
30.35269449,-85.55640237
30.30414312,-85.86806097
30.12139546,-85.73389082
30.38321298,-86.50511542
30.37308922,-86.11427419
30.49907269,-86.20041431
30.34245653,-87.18297094
30.44053975,-86.87555424
30.60871262,-87.03232285
30.34473388,-87.26711547
30.31308278,-87.49552535
30.48440964,-87.43748911
30.271988,-87.55964167
30.22403215,-88.02760987
30.27125078,-87.72150879
30.78735857,-88.00321485
30.3382536,-88.12841565
30.37350698,-89.33816517
30.00767457,-89.85791954
29.86143649,-89.63728783
30.0775595,-89.48438125
29.90503212,-89.33472884
29.82887425,-89.50827434
29.68424846,-89.43620235
29.76614864,-89.63973017
29.65155514,-89.54589781
29.60809266,-89.73840359
29.13218062,-89.04637819
28.92909295,-89.42093055
29.20609736,-89.29553492
29.53720598,-90.1628161
29.68680676,-90.15438788
29.17939507,-90.06751895
29.08648679,-90.24290181
29.35801666,-90.51829677
29.0998288,-90.76948153
29.16432863,-90.94415314
29.21803088,-90.81385072
29.33416975,-90.89559013
29.2142568,-91.12502566
29.34143264,-91.02053247
29.39501718,-91.22056107
29.60259171,-91.22228752
29.51979915,-91.54970527
29.76682851,-91.62137807
29.71256064,-91.87954901
29.8289812,-91.82792528
29.74998645,-92.21303942
29.61462689,-92.00591131
29.53527075,-92.26755341
29.76874374,-93.48575658
29.3622451,-94.77881464
29.55581183,-94.46499799
29.52900183,-94.77804925
29.75652756,-94.69009601
29.65660881,-94.91540621
29.82381777,-95.09460598
29.37022396,-94.86405685
29.21262019,-95.20693987
29.00007134,-95.2405595
29.07038451,-95.12333793
28.42344453,-96.31989483
28.65619492,-95.97495898
28.75367461,-96.45032368
28.57035197,-96.48701406
28.72265166,-96.6640192
28.42794923,-96.40170251
28.31587264,-96.66665006
28.47819944,-96.80841727
28.17774486,-96.84667396
28.07848921,-97.24175118
27.97058594,-97.18439971
28.1047352,-97.02002393
27.82433226,-97.1880997
27.87158035,-97.51568484
27.63534103,-97.36750414
27.68898934,-97.24341237
27.32278887,-97.41134816
27.28643397,-97.54441436
27.49999081,-97.52992271
27.34075737,-97.5327163
27.4368973,-97.76685263
27.30449687,-97.65502785
27.28350088,-97.77707145
27.26065713,-97.42277816
26.84090794,-97.56477197
26.07627193,-97.20126415
25.97741068,-97.32718697
25.97596565,-97.14563477
25.83762882,-97.4055923
26.39798869,-99.08470526
27.02061583,-99.44550875
27.56952014,-99.51369453
28.27628806,-100.2919841
29.10091865,-100.6749643
29.77094341,-101.4008667
29.88001706,-102.3155622
29.74457246,-102.6740864
29.22351925,-102.8675583
28.97691439,-103.2837703
29.63261118,-104.5084099
30.60371469,-104.9227069
31.76422558,-106.4506453
31.78368823,-108.2083335
31.33336711,-108.2083201
31.33208168,-111.0748318
32.49406899,-114.8136921
32.71871624,-114.7195474
32.53427077,-117.1251113
33.14555698,-117.3437918
33.65103999,-117.8673218
33.7407328,-118.4114124
34.02750413,-118.5195018
34.09957236,-119.1286079
34.41347997,-119.5605108
34.56400837,-120.6392936
35.14000813,-120.6445674
36.30338251,-121.8999821
36.57877659,-121.9764003
36.83890197,-121.7414079
37.1190353,-122.338086
37.52512204,-122.5171842
37.80988907,-122.4113892
37.60569569,-122.3778212
37.46282457,-121.9865455
38.01241699,-122.3673688
38.04540523,-121.4988881
38.03964221,-121.7854596
38.18728763,-121.66203
38.04363097,-122.1597354
38.21295495,-122.3078146
38.06870998,-122.2583348
38.15822313,-122.546455
37.82552301,-122.4787698
37.99498654,-123.0210795
38.24023179,-122.9950536
38.09055465,-122.8260129
38.91888565,-123.7273054
39.83098946,-123.8511659
40.25989858,-124.3625454
40.51233129,-124.3858149
40.83122979,-124.0840815
40.76555778,-124.2333765
41.52704501,-124.0437526
42.83696354,-124.5661754
43.33173474,-124.3849553
43.36204682,-124.1679466
43.35682202,-124.3382277
43.66656074,-124.2063952
43.65292065,-123.9065215
43.67338224,-124.2045352
44.01229417,-124.1365129
43.98786331,-124.0228861
44.02462256,-124.1383083
44.61299805,-124.069457
44.59484726,-123.914609
44.67561103,-124.079586
45.50025657,-123.8699268
46.22943579,-124.0190405
46.09223656,-123.7772663
46.21265023,-123.7581621
46.17280587,-123.212272
46.26954209,-124.0821897
46.64994394,-124.0671354
46.36777874,-123.9518107
46.39282527,-123.8398404
46.63609017,-123.9600053
46.67831553,-123.7620172
46.73747379,-124.0910062
46.90442074,-124.1371771
46.97721234,-123.7909749
46.92725856,-124.1755434
48.38497111,-124.7299529
48.16475548,-123.9810168
48.18557958,-123.1022278
47.99035529,-122.8879866
48.14384949,-122.7538273
47.88697219,-122.6118192
47.68687687,-122.7846286
47.82339984,-122.8608855
47.35455657,-123.1593122
47.43315951,-122.8450142
47.39098831,-123.1188183
47.8215552,-122.5643731
47.94054059,-122.6131165
47.75661485,-122.4705206
47.7455604,-122.6520721
47.5277365,-122.696727
47.50982002,-122.4955687
47.25502135,-122.5826789
47.41083976,-122.6295426
47.16813506,-122.7708953
47.40562139,-122.8276581
47.21300863,-123.0915211
47.04413175,-122.9100925
47.31689612,-122.5476212
47.25481535,-122.3756682
47.66171333,-122.4369261
48.03437583,-122.1707724
48.23763069,-122.3764085
48.0565441,-122.3582231
48.13347403,-122.5116236
48.29792618,-122.3840152
48.49463066,-122.7022009
48.45050366,-122.4711311
48.58211263,-122.5604256
48.59987308,-122.4255525
49.00208703,-122.757738
48.99886926,-95.15319145
49.38298969,-95.15030929
NaN,NaN
