datetime,pressure,tmin,tmax,tavg,rmin,rmax,prcp,srad,wspd,wdir,vpd,vwc_5cm,vwc_20cm,vwc_40cm,soiltemp_5cm,soiltemp_20cm,soiltemp_40cm,battv,discharge
2022-06-14,96.262,25.9,32.4,29.15,65.165,78.931,0.0,25.576,5.361,4.533,1.151,0.285,0.329,0.396,26.287,24.867,22.554,8320.5,0.334
2022-06-15,96.597,21.6,30.1,25.85,65.378,95.963,0.0,24.044,3.348,0.115,0.835,0.265,0.318,0.39,26.696,25.238,22.862,8338.125,0.197
2022-06-16,97.174,21.8,34.2,28.0,68.743,97.761,0.0,26.34,2.572,4.579,0.752,0.251,0.306,0.384,27.554,25.729,23.175,8338.75,0.165
2022-06-17,97.348,23.0,33.3,28.15,67.586,94.193,0.0,26.65,2.807,1.815,0.819,0.239,0.29,0.375,28.417,26.638,23.742,8313.542,0.151
2022-06-18,97.4,23.0,32.9,27.95,62.696,95.784,0.0,26.896,2.298,4.329,0.862,0.229,0.273,0.362,28.454,26.9,24.204,8322.875,0.14
2022-06-19,97.42,23.9,32.4,28.15,61.666,96.417,0.0,27.203,3.384,1.139,0.925,0.22,0.256,0.345,28.558,27.121,24.546,8330.167,0.127
2022-06-20,97.314,23.4,33.3,28.35,59.546,92.56,0.0,27.129,4.139,0.605,1.062,0.213,0.244,0.326,28.504,27.167,24.783,8329.125,0.118
2022-06-21,97.54,20.8,34.9,27.85,56.28,100.016,43.476,24.308,2.98,,0.993,0.234,0.256,0.325,28.35,27.404,25.162,8303.625,0.108
2022-06-22,97.82,20.7,25.2,22.95,92.117,100.183,2.401,8.253,3.495,,0.124,0.35,0.364,0.409,25.45,25.833,25.133,8186.417,2.089
2022-06-23,97.267,20.4,27.8,24.1,81.555,100.091,25.39,13.975,2.999,4.468,0.197,0.349,0.361,0.409,25.05,25.104,24.492,8248.375,0.287
2022-06-24,96.754,20.0,33.2,26.6,70.154,100.264,14.69,21.418,4.042,,0.567,0.361,0.371,0.416,25.075,24.579,24.096,8293.75,4.63
2022-06-25,97.056,23.9,29.4,26.65,70.835,88.299,0.0,18.852,2.618,1.405,0.766,0.325,0.347,0.406,26.467,25.654,24.2,8289.125,1.627
2022-06-26,98.241,16.3,23.2,19.75,53.464,95.107,0.0,20.132,1.922,4.785,0.779,0.308,0.339,0.401,24.629,25.037,24.213,8363.167,1.015
2022-06-27,98.28,11.3,26.4,18.85,50.628,99.746,0.0,22.87,1.024,5.166,0.709,0.295,0.332,0.396,23.283,23.721,23.579,8396.792,0.633
2022-06-28,97.948,13.7,29.1,21.4,53.224,97.401,0.0,26.91,1.723,5.225,0.83,0.283,0.323,0.389,23.912,23.667,23.125,8393.625,0.367
2022-06-29,97.707,19.0,30.9,24.95,49.07,85.257,0.0,27.334,2.946,3.878,1.155,0.268,0.311,0.379,24.779,24.146,23.096,8382.708,0.301
2022-06-30,97.15,19.0,32.2,25.6,52.474,75.37,0.0,26.357,3.478,0.981,1.394,0.253,0.296,0.364,25.188,24.467,23.221,8368.292,0.265
2022-07-01,97.255,20.2,26.0,23.1,69.574,100.241,42.558,10.629,1.758,,0.488,0.271,0.29,0.353,25.2,24.862,23.479,8302.5,0.239
2022-07-02,97.22,20.1,25.4,22.75,93.205,100.258,30.967,11.247,1.925,,0.088,0.367,0.366,0.39,23.967,23.958,23.375,8257.0,0.508
2022-07-03,97.238,20.9,31.0,25.95,78.709,100.244,0.0,19.787,2.503,2.028,0.441,0.339,0.352,0.402,25.133,24.258,23.242,8336.958,0.279
2022-07-04,96.938,24.0,33.4,28.7,61.837,92.462,0.0,26.335,3.625,0.904,1.041,0.316,0.339,0.396,26.225,25.171,23.596,8326.5,0.22
2022-07-05,96.805,26.0,32.8,29.4,66.084,80.825,0.0,25.702,3.036,5.761,1.151,0.293,0.326,0.389,26.904,25.775,24.017,8314.667,0.184
2022-07-06,96.905,23.6,31.1,27.35,75.265,93.717,0.0,20.277,2.439,4.61,0.54,0.276,0.314,0.383,27.417,26.317,24.45,8318.042,0.163
2022-07-07,96.901,23.0,32.6,27.8,71.487,99.831,0.812,22.202,1.976,2.493,0.519,0.264,0.304,0.376,27.721,26.642,24.758,8320.667,0.148
2022-07-08,97.328,21.3,29.5,25.4,74.802,99.933,0.0,20.325,1.361,3.24,0.354,0.255,0.294,0.368,27.588,26.779,25.012,8323.833,0.132
2022-07-09,97.719,20.0,29.1,24.55,70.888,100.081,0.0,25.381,1.457,0.672,0.499,0.245,0.283,0.359,27.358,26.592,25.054,8376.917,0.117
2022-07-10,97.35,18.4,32.5,25.45,61.953,99.857,0.0,26.779,2.37,5.26,0.775,0.236,0.271,0.345,27.183,26.546,25.088,8360.333,0.106
2022-07-11,97.03,20.6,32.0,26.3,64.982,91.405,0.0,24.044,2.261,3.868,0.933,0.227,0.259,0.327,27.554,26.75,25.138,8326.25,0.094
2022-07-12,97.479,15.6,29.0,22.3,51.474,99.21,0.0,27.426,1.124,1.266,0.863,0.221,0.25,0.311,26.867,26.479,25.167,8364.25,0.081
2022-07-13,97.46,17.1,32.2,24.65,49.659,94.459,0.0,26.815,1.636,6.235,1.128,0.215,0.241,0.298,26.554,26.125,25.021,8362.667,0.071
2022-07-14,97.311,22.5,35.1,28.8,44.342,76.769,0.0,22.436,2.865,2.275,1.614,0.209,0.233,0.287,27.117,26.354,25.004,8327.583,0.063
2022-07-15,97.125,25.4,37.1,31.25,50.721,89.814,0.0,24.22,2.464,0.423,1.62,0.204,0.226,0.279,28.3,26.946,25.146,8284.333,0.054
2022-07-16,96.948,24.0,29.7,26.85,65.388,97.623,0.0,10.765,1.683,2.073,0.58,0.199,0.221,0.275,27.729,27.213,25.517,8224.667,0.049
2022-07-17,96.963,19.5,30.6,25.05,70.162,100.2,0.443,22.454,1.539,2.383,0.548,0.196,0.219,0.272,27.746,26.821,25.392,8294.167,0.049
2022-07-18,97.106,16.6,33.3,24.95,52.759,99.322,0.0,27.35,1.125,6.159,0.871,0.193,0.214,0.267,27.504,26.796,25.412,8333.75,0.041
2022-07-19,96.597,21.3,37.3,29.3,44.089,89.15,0.0,21.555,2.117,0.165,1.497,0.189,0.209,0.262,27.821,26.983,25.471,8285.583,0.035
2022-07-20,96.882,17.1,32.0,24.55,42.883,98.406,0.0,26.705,1.305,4.428,1.114,0.185,0.205,0.258,28.079,27.188,25.55,8296.167,0.027
2022-07-21,97.018,17.8,35.8,26.8,41.099,95.853,0.0,26.261,1.096,1.761,1.38,0.181,0.201,0.255,28.271,27.275,25.642,8310.167,0.021
2022-07-22,97.019,22.3,36.3,29.3,44.573,84.415,0.0,24.986,2.426,2.246,1.762,0.177,0.198,0.252,29.329,27.929,25.85,8276.958,0.017
2022-07-23,96.865,23.4,37.4,30.4,40.323,83.462,0.0,25.059,3.725,2.188,2.175,0.173,0.194,0.249,30.138,28.579,26.225,8264.667,0.014
2022-07-24,97.151,20.3,31.0,25.65,51.73,100.165,1.356,12.787,2.659,4.891,0.921,0.169,0.192,0.247,29.325,28.633,26.554,8240.875,0.012
2022-07-25,97.316,18.1,23.1,20.6,93.297,100.261,67.599,7.098,2.231,,0.108,0.345,0.326,0.247,24.225,25.692,25.954,8227.417,0.042
2022-07-26,97.046,18.5,24.3,21.4,94.853,100.179,3.351,6.529,1.366,4.325,0.056,0.333,0.337,0.249,23.713,24.396,24.862,8210.375,0.03
2022-07-27,97.15,20.4,30.3,25.35,69.222,100.131,0.0,23.712,1.298,4.139,0.528,0.329,0.334,0.251,25.429,24.738,24.404,8293.917,0.025
2022-07-28,97.286,18.4,27.3,22.85,67.823,100.158,1.284,17.507,1.552,3.23,0.431,0.344,0.342,0.254,26.067,25.733,24.787,8342.833,0.02
2022-07-29,97.705,15.9,24.9,20.4,62.275,100.158,0.0,14.427,1.016,3.432,0.549,0.329,0.336,0.256,24.4,24.971,24.729,8365.208,0.016
2022-07-30,97.637,13.3,27.9,20.6,65.181,99.544,0.0,24.733,1.45,4.675,0.508,0.312,0.325,0.257,23.979,24.15,24.213,8384.458,0.014
2022-07-31,97.274,18.8,33.0,25.9,69.044,99.982,0.0,22.358,1.587,4.452,0.6,0.296,0.315,0.259,25.612,24.875,24.15,8351.167,0.013
2022-08-01,97.042,20.8,34.6,27.7,60.759,99.685,0.0,24.508,2.097,4.412,0.971,0.28,0.305,0.26,27.138,26.037,24.592,8300.75,0.012
2022-08-02,96.725,24.7,35.8,30.25,52.075,82.562,0.0,23.529,3.133,1.879,1.492,0.261,0.29,0.261,27.621,26.667,25.071,8288.542,0.01
2022-08-03,96.589,25.5,31.7,28.6,63.037,95.209,0.17,14.425,2.325,4.941,1.048,0.247,0.277,0.262,27.45,26.812,25.362,8251.792,0.008
2022-08-04,97.132,23.3,32.6,27.95,68.112,100.016,0.0,23.29,1.747,2.866,0.588,0.238,0.268,0.263,27.929,26.912,25.454,8304.5,0.009
2022-08-05,97.12,23.1,34.5,28.8,62.185,99.83,0.0,24.31,2.529,1.846,0.775,0.228,0.256,0.263,28.329,27.362,25.729,8309.958,0.005
2022-08-06,97.024,25.9,36.5,31.2,47.016,86.982,0.0,23.487,3.395,5.314,1.662,0.217,0.243,0.262,28.617,27.654,25.971,8290.375,0.004
2022-08-07,97.136,26.1,36.5,31.3,48.559,77.021,0.0,22.041,3.15,2.009,1.632,0.207,0.229,0.261,28.721,27.762,26.138,8268.917,0.003
2022-08-08,97.428,18.6,26.5,22.55,76.312,99.386,0.0,14.928,1.496,0.427,0.284,0.2,0.221,0.26,27.338,27.329,26.171,8291.458,0.002
2022-08-09,97.547,14.3,29.9,22.1,57.528,99.924,0.0,25.281,1.188,4.929,0.661,0.196,0.215,0.258,26.025,26.079,25.662,8367.458,0.001
2022-08-10,97.789,14.4,30.8,22.6,51.082,100.101,0.0,24.742,1.396,2.043,0.89,0.19,0.209,0.256,26.342,26.121,25.388,8361.167,0.001
2022-08-11,97.764,14.1,31.2,22.65,45.319,98.982,0.0,25.44,1.509,3.422,1.038,0.185,0.203,0.254,26.438,26.142,25.292,8360.708,0.0
2022-08-12,97.594,17.6,33.4,25.5,42.206,92.441,0.0,24.387,2.09,1.668,1.322,0.181,0.198,0.251,26.583,26.15,25.204,8355.75,0.0
2022-08-13,97.273,21.0,37.4,29.2,36.91,87.622,0.0,23.853,2.442,1.942,1.716,0.177,0.194,0.248,27.717,26.717,25.304,8303.0,0.0
2022-08-14,97.124,21.1,35.1,28.1,55.201,100.13,0.0,23.611,1.857,5.941,1.07,0.173,0.191,0.246,28.658,27.467,25.646,8288.417,0.0
2022-08-15,96.985,20.9,34.6,27.75,57.75,94.948,0.0,22.92,3.054,4.444,0.989,0.17,0.188,0.244,29.033,27.938,25.996,8303.708,0.0
2022-08-16,97.27,19.0,22.3,20.65,87.905,100.271,5.552,3.015,2.141,2.979,0.175,0.166,0.186,0.244,26.05,26.996,26.125,8208.208,0.0
2022-08-17,97.605,16.4,28.1,22.25,58.048,100.047,0.0,22.588,1.437,3.27,0.878,0.169,0.186,0.244,24.825,25.067,25.2,8294.667,0.0
2022-08-18,97.338,16.1,31.3,23.7,40.986,98.692,0.0,23.838,1.187,3.585,0.975,0.17,0.186,0.244,25.2,25.15,24.854,8367.875,0.0
2022-08-19,96.984,17.7,25.5,21.6,69.763,99.967,21.891,6.962,1.964,,0.415,0.251,0.186,0.243,23.667,24.7,24.725,8294.083,0.0
2022-08-20,97.25,16.8,27.6,22.2,65.371,99.663,0.25,22.902,1.392,1.814,0.456,0.299,0.187,0.243,23.75,23.883,24.092,8362.0,0.0
2022-08-21,97.51,14.4,28.7,21.55,56.95,99.994,0.0,23.793,1.012,6.037,0.662,0.274,0.188,0.244,23.933,24.096,23.979,8399.083,0.0
2022-08-22,97.475,14.9,29.7,22.3,54.405,99.541,0.0,21.02,0.935,4.053,0.697,0.254,0.189,0.244,24.175,24.217,23.942,8371.458,0.0
2022-08-23,97.301,15.0,29.9,22.45,54.863,99.529,0.0,22.247,1.148,4.848,0.785,0.234,0.19,0.245,24.529,24.392,23.908,8370.042,0.0
2022-08-24,97.374,16.5,32.1,24.3,48.686,98.775,0.0,22.566,1.332,2.739,0.986,0.211,0.191,0.245,24.8,24.504,23.904,8363.833,0.0
2022-08-25,97.443,19.7,33.6,26.65,43.003,87.658,0.0,21.404,1.486,0.759,1.221,0.191,0.191,0.245,25.833,25.108,24.062,8320.5,0.0
2022-08-26,97.322,19.2,34.9,27.05,42.742,98.249,0.0,21.811,1.584,5.593,1.362,0.18,0.19,0.245,26.6,25.692,24.346,8297.375,0.0
2022-08-27,96.836,20.2,31.6,25.9,54.181,99.919,5.726,12.853,2.641,5.756,0.985,0.175,0.189,0.244,26.35,25.9,24.633,8265.708,0.0
2022-08-28,96.347,19.9,33.4,26.65,62.363,99.964,2.098,22.036,3.281,,0.705,0.278,0.188,0.244,25.512,25.208,24.512,8305.083,0.0
2022-08-29,96.882,19.9,33.1,26.5,63.103,97.137,0.0,19.762,1.843,2.244,0.797,0.245,0.189,0.245,26.183,25.579,24.554,8308.292,0.0
2022-08-30,97.601,17.4,31.8,24.6,39.895,99.601,0.0,22.836,1.056,6.061,1.145,0.218,0.189,0.246,25.767,25.554,24.658,8324.917,0.0
2022-08-31,97.584,14.5,32.3,23.4,44.996,95.263,0.0,22.289,1.409,5.696,1.174,0.192,0.189,0.246,24.954,25.012,24.504,8344.167,0.0
2022-09-01,97.185,17.6,33.5,25.55,37.213,86.404,0.0,20.605,1.852,1.992,1.421,0.179,0.189,0.244,25.238,25.021,24.371,8330.583,0.0
2022-09-02,97.125,18.9,32.9,25.9,48.88,100.175,0.0,21.599,2.062,6.094,0.973,0.174,0.187,0.243,25.988,25.346,24.4,8328.0,0.0
2022-09-03,97.627,14.7,30.6,22.65,33.372,99.704,0.0,21.468,1.564,2.63,1.027,0.17,0.186,0.242,25.996,25.658,24.583,8350.792,0.0
2022-09-04,97.506,11.2,28.2,19.7,53.083,99.817,0.0,20.754,1.268,4.601,0.63,0.168,0.184,0.241,24.371,24.787,24.454,8399.458,0.0
2022-09-05,97.335,17.2,29.6,23.4,57.643,100.025,0.0,18.593,1.709,5.233,0.634,0.167,0.184,0.24,25.037,24.825,24.217,8385.792,0.0
2022-09-06,97.481,18.2,32.6,25.4,52.151,99.4,0.0,20.199,2.258,4.285,0.9,0.165,0.183,0.239,25.667,25.142,24.275,8349.958,0.0
2022-09-07,97.699,17.2,31.4,24.3,51.555,99.112,0.0,19.952,1.548,5.472,0.873,0.163,0.182,0.238,26.158,25.558,24.454,8338.875,0.0
2022-09-08,97.039,16.3,32.1,24.2,40.885,96.36,0.0,19.863,2.047,1.439,1.087,0.161,0.181,0.237,25.429,25.325,24.533,8357.167,0.0
2022-09-09,96.683,18.3,33.0,25.65,38.737,87.341,0.0,20.228,1.971,4.243,1.318,0.159,0.18,0.236,25.667,25.258,24.442,8339.75,0.0
2022-09-10,97.56,12.8,18.6,15.7,83.211,100.235,13.8,1.77,1.927,4.318,0.178,0.164,0.179,0.235,22.925,24.5,24.429,8225.208,0.0
2022-09-11,97.926,7.1,24.7,15.9,41.04,99.869,0.5,21.05,1.111,2.962,0.626,0.216,0.178,0.235,19.829,21.642,23.279,8345.083,0.0
2022-09-12,97.314,10.5,29.2,19.85,37.017,94.194,0.0,20.963,2.02,5.091,1.05,0.201,0.178,0.236,20.254,21.292,22.488,8446.042,0.0
2022-09-13,96.973,17.2,32.5,24.85,41.124,74.401,0.0,18.837,2.556,5.435,1.348,0.184,0.179,0.236,21.925,21.963,22.287,8376.875,0.0
2022-09-14,97.193,20.0,32.4,26.2,43.487,68.599,0.0,16.725,3.543,4.996,1.521,0.172,0.18,0.236,23.05,22.808,22.463,8341.833,0.0
2022-09-15,97.32,17.9,30.4,24.15,41.985,70.647,0.0,17.417,3.722,4.305,1.494,0.165,0.18,0.236,23.242,23.129,22.658,8352.667,0.0
2022-09-16,97.116,20.4,28.5,24.45,57.363,79.924,0.0,15.241,3.201,3.213,1.008,0.161,0.18,0.236,23.604,23.308,22.762,8367.458,0.0
2022-09-17,96.76,20.6,32.8,26.7,51.83,94.414,8.503,16.275,4.57,,1.117,0.169,0.179,0.235,24.388,23.796,22.954,8359.833,0.0
2022-09-18,96.756,19.5,36.6,28.05,38.497,97.403,2.03,17.47,3.413,,1.439,0.272,0.18,0.236,23.967,23.804,23.129,8315.333,0.0
2022-09-19,96.955,22.5,36.5,29.5,37.423,81.01,0.0,18.911,2.725,5.044,1.787,0.247,0.181,0.237,24.579,24.067,23.25,8294.875,0.0
2022-09-20,96.947,24.5,36.4,30.45,38.513,70.902,0.0,16.866,3.368,3.923,2.062,0.228,0.182,0.237,25.146,24.558,23.504,8284.375,0.0
2022-09-21,97.367,12.3,26.0,19.15,52.456,100.174,4.949,11.47,2.624,4.398,0.697,0.213,0.183,0.238,24.254,24.517,23.738,8289.667,0.0
2022-09-22,97.953,11.6,16.2,13.9,72.36,100.204,0.828,4.598,1.261,0.414,0.281,0.295,0.182,0.238,19.946,22.058,23.171,8298.958,0.0
2022-09-23,97.305,12.6,21.2,16.9,80.47,99.921,5.364,10.498,1.555,3.802,0.205,0.311,0.182,0.238,19.154,20.521,22.067,8345.375,0.0
2022-09-24,97.11,9.6,30.6,20.1,40.057,100.062,0.0,18.79,1.058,4.364,0.861,0.298,0.182,0.237,19.838,20.367,21.463,8407.417,0.0
2022-09-25,97.581,9.5,25.4,17.45,35.696,99.335,0.0,18.775,1.61,5.389,0.79,0.278,0.183,0.237,19.892,20.787,21.433,8427.458,0.0
2022-09-26,97.742,4.6,24.8,14.7,32.777,99.785,0.0,18.523,0.95,1.16,0.782,0.266,0.184,0.238,18.112,19.6,21.004,8483.917,0.0
2022-09-27,97.689,12.6,28.6,20.6,35.539,67.237,0.0,18.284,1.711,2.718,1.255,0.254,0.184,0.237,18.638,19.35,20.496,8447.833,0.0
2022-09-28,98.359,9.6,23.6,16.6,36.352,85.492,0.0,18.415,2.229,2.282,0.876,0.243,0.185,0.237,18.767,19.617,20.388,8466.833,0.0
2022-09-29,98.087,9.3,24.7,17.0,42.133,72.915,0.0,17.955,3.413,5.835,0.925,0.233,0.185,0.237,17.929,18.983,20.079,8513.833,0.0
2022-09-30,97.561,11.8,26.2,19.0,41.522,68.777,0.0,14.877,2.873,5.707,1.011,0.223,0.186,0.237,18.354,18.983,19.825,8474.292,0.0
2022-10-01,97.654,12.6,26.8,19.7,32.172,71.143,0.0,17.281,2.312,3.229,1.185,0.211,0.187,0.237,18.888,19.242,19.746,8465.958,0.0
2022-10-02,98.029,9.8,27.1,18.45,31.537,80.895,0.0,17.584,1.993,3.148,1.199,0.2,0.187,0.237,18.912,19.35,19.796,8465.542,0.0
2022-10-03,97.885,12.4,28.7,20.55,30.406,70.556,0.0,17.612,2.415,3.729,1.381,0.191,0.187,0.237,19.346,19.567,19.804,8444.542,0.0
2022-10-04,97.568,13.8,29.2,21.5,29.219,71.801,0.0,15.677,2.195,3.593,1.345,0.183,0.187,0.237,19.862,19.912,19.921,8410.042,0.0
2022-10-05,97.551,11.3,25.3,18.3,43.485,91.553,0.0,16.437,1.335,4.384,0.757,0.178,0.187,0.238,20.3,20.287,20.1,8428.75,0.0
2022-10-06,97.875,8.0,27.4,17.7,38.385,99.553,0.0,16.487,1.795,5.633,0.782,0.175,0.186,0.238,19.229,19.746,20.062,8465.542,0.0
2022-10-07,98.715,5.9,12.4,9.15,64.425,98.094,1.088,6.951,2.14,1.953,0.243,0.171,0.185,0.237,17.296,19.037,19.9,8432.125,0.0
2022-10-08,98.528,4.7,18.1,11.4,44.006,100.162,0.0,15.634,1.55,4.709,0.542,0.17,0.184,0.237,15.633,17.221,19.05,8558.458,0.0
2022-10-09,97.875,8.4,24.5,16.45,36.207,81.009,0.0,16.635,1.698,0.585,0.789,0.169,0.183,0.236,16.312,17.175,18.517,8556.667,0.0
2022-10-10,97.502,4.2,26.5,15.35,34.808,97.654,0.0,14.761,1.348,4.172,0.844,0.167,0.183,0.236,16.896,17.529,18.446,8480.042,0.0
2022-10-11,96.702,16.8,27.8,22.3,50.855,94.544,0.0,13.783,4.514,0.658,0.781,0.168,0.183,0.236,19.292,18.754,18.633,8431.125,0.0
2022-10-12,97.0,8.8,22.0,15.4,35.931,100.067,19.079,15.134,3.436,,0.794,0.282,0.183,0.236,17.921,18.842,19.017,8470.417,0.0
2022-10-13,97.211,4.8,18.2,11.5,23.89,66.752,0.0,16.03,3.098,0.301,0.823,0.279,0.182,0.236,14.642,16.779,18.517,8582.708,0.0
2022-10-14,96.618,5.2,25.0,15.1,29.579,67.718,0.0,12.298,2.887,0.701,1.043,0.269,0.182,0.236,13.479,15.292,17.596,8561.167,0.0
2022-10-15,97.21,5.1,22.0,13.55,31.622,79.822,0.0,12.036,1.428,3.316,0.801,0.261,0.182,0.236,13.987,15.308,17.096,8498.917,0.0
2022-10-16,97.764,3.6,17.0,10.3,48.036,98.733,0.0,13.188,1.856,2.31,0.478,0.255,0.183,0.236,13.917,15.217,16.846,8557.167,0.0
2022-10-17,98.071,-3.0,10.7,3.85,31.129,94.153,0.0,15.724,2.044,0.877,0.385,0.251,0.183,0.236,11.833,14.225,16.458,8686.833,0.0
2022-10-18,98.319,-7.5,7.1,-0.2,33.799,86.909,0.0,15.897,1.834,2.017,0.302,0.248,0.182,0.236,9.708,12.579,15.625,8791.5,0.0
2022-10-19,97.777,-7.1,17.7,5.3,26.415,87.292,0.0,14.933,1.532,3.141,0.584,0.246,0.182,0.235,8.696,11.212,14.617,8746.875,0.0
2022-10-20,96.927,5.1,25.1,15.1,30.463,66.623,0.0,14.289,2.123,2.516,0.958,0.243,0.183,0.235,11.458,12.204,14.196,8596.25,0.0
2022-10-21,96.212,13.8,31.0,22.4,24.507,50.342,0.0,14.404,3.831,5.832,1.685,0.239,0.184,0.235,14.333,14.042,14.608,8486.0,0.0
2022-10-22,95.714,15.0,28.8,21.9,33.864,64.224,0.0,14.453,3.974,4.903,1.452,0.233,0.185,0.235,16.4,15.721,15.371,8437.542,0.0
2022-10-23,95.555,20.4,29.1,24.75,48.852,71.345,1.01,11.399,6.24,1.9,1.282,0.228,0.186,0.236,18.429,17.258,16.204,8401.333,0.0
2022-10-24,96.322,3.2,24.1,13.65,58.318,100.102,9.141,2.268,2.522,3.164,0.46,0.245,0.187,0.236,17.096,17.638,16.988,8273.458,0.0
2022-10-25,96.819,1.2,16.0,8.6,40.258,99.723,0.25,13.981,1.83,1.997,0.35,0.274,0.186,0.236,12.583,14.712,16.392,8453.208,0.0
2022-10-26,97.428,0.0,18.3,9.15,36.895,97.577,0.0,11.106,1.721,2.022,0.551,0.269,0.185,0.236,11.567,13.388,15.513,8604.833,0.0
2022-10-27,97.412,7.5,17.9,12.7,44.319,96.553,2.394,9.79,3.422,5.621,0.579,0.264,0.186,0.236,12.267,13.442,15.05,8561.708,0.0
2022-10-28,98.084,6.1,19.2,12.65,45.896,98.884,0.511,13.45,1.106,3.932,0.418,0.263,0.186,0.235,13.046,13.754,14.908,8568.625,0.0
2022-10-29,97.83,2.6,20.1,11.35,39.782,96.851,0.0,12.19,0.968,4.898,0.489,0.263,0.186,0.236,12.258,13.504,14.862,8569.583,0.0
2022-10-30,97.165,7.2,18.3,12.75,40.333,92.492,0.0,8.607,1.025,6.23,0.502,0.26,0.186,0.235,12.983,13.683,14.746,8522.583,0.0
2022-10-31,97.09,5.5,21.0,13.25,30.679,90.675,0.0,13.257,1.23,0.565,0.675,0.257,0.187,0.236,13.288,13.954,14.796,8538.0,0.0
2022-11-01,97.354,11.4,26.6,19.0,33.744,63.937,0.0,12.49,3.409,5.427,1.135,0.254,0.187,0.236,13.796,14.104,14.829,8526.833,0.0
2022-11-02,97.305,13.8,24.5,19.15,49.008,86.545,0.0,11.432,4.934,5.186,0.768,0.25,0.188,0.236,15.142,14.987,15.1,8488.625,0.0
2022-11-03,96.705,15.1,23.3,19.2,65.121,91.269,0.0,10.089,6.079,1.448,0.504,0.247,0.189,0.236,16.333,15.842,15.5,8477.083,0.0
2022-11-04,96.536,2.6,19.8,11.2,86.31,100.299,54.005,0.597,3.465,,0.087,0.326,0.252,0.253,12.629,14.775,15.667,8332.708,0.0
2022-11-05,96.018,0.9,14.9,7.9,52.526,100.309,18.739,12.422,4.717,,0.409,0.345,0.343,0.39,9.367,11.346,14.046,8492.875,0.0
2022-11-06,97.02,3.4,17.2,10.3,35.638,98.39,0.0,11.776,2.931,5.517,0.539,0.32,0.33,0.384,10.538,11.588,13.413,8628.208,0.0
2022-11-07,98.384,2.6,15.2,8.9,29.176,62.456,0.0,11.975,2.912,4.341,0.642,0.313,0.326,0.38,9.971,11.458,13.217,8664.875,0.0
2022-11-08,97.934,10.7,19.2,14.95,47.735,99.93,0.0,4.832,4.4,0.798,0.386,0.307,0.324,0.378,11.729,11.854,12.987,8526.0,0.0
2022-11-09,97.201,18.6,23.7,21.15,72.886,96.578,0.0,5.288,4.804,2.349,0.326,0.304,0.323,0.377,15.55,14.2,13.579,8365.75,0.0
2022-11-10,96.924,2.3,19.9,11.1,59.557,97.681,0.0,3.212,5.005,5.387,0.276,0.301,0.321,0.377,15.008,15.133,14.525,8276.625,0.0
2022-11-11,97.748,-6.3,2.4,-1.95,50.293,78.57,0.0,11.402,3.433,6.046,0.194,0.298,0.32,0.375,9.358,12.288,14.246,8531.042,0.0
2022-11-12,98.02,-8.2,0.5,-3.85,59.103,90.428,0.0,9.811,1.792,3.491,0.091,0.295,0.319,0.372,6.479,9.642,12.925,8804.042,0.0
2022-11-13,97.815,-7.3,6.4,-0.45,52.22,91.938,0.0,11.014,3.444,4.857,0.173,0.294,0.319,0.37,5.321,8.117,11.65,8839.458,0.0
2022-11-14,97.54,-1.7,5.1,1.7,66.143,100.502,0.0,4.35,2.555,5.89,0.167,0.295,0.319,0.368,5.933,7.888,10.817,8700.5,0.0
2022-11-15,98.046,-6.9,2.6,-2.15,72.231,100.502,5.209,10.11,1.802,0.808,0.088,0.296,0.318,0.367,5.746,7.771,10.412,8753.292,0.0
2022-11-16,98.421,-8.1,0.7,-3.7,49.979,90.603,0.0,11.296,2.654,0.994,0.127,0.301,0.318,0.366,4.729,7.038,9.938,8882.25,0.0
2022-11-17,98.278,-5.0,3.8,-0.6,50.041,78.107,0.0,5.226,2.453,3.728,0.2,0.3,0.318,0.365,4.254,6.346,9.333,8813.708,0.0
2022-11-18,98.506,-9.9,-2.4,-6.15,46.68,72.124,0.0,11.151,3.487,2.187,0.157,0.299,0.318,0.364,3.504,5.9,8.854,8884.5,0.0
2022-11-19,98.232,-8.7,1.6,-3.55,40.541,76.3,0.0,10.97,3.283,0.143,0.194,0.297,0.317,0.362,2.613,5.025,8.25,8934.75,0.0
2022-11-20,98.105,-7.2,11.1,1.95,31.595,67.453,0.0,10.929,4.714,2.005,0.406,0.296,0.317,0.361,2.771,4.688,7.712,8862.042,0.0
2022-11-21,97.871,-1.0,13.8,6.4,27.757,69.749,0.0,10.896,2.263,4.971,0.454,0.295,0.317,0.36,4.404,5.371,7.512,8752.375,0.0
2022-11-22,97.761,-0.3,17.9,8.8,40.516,87.853,0.0,10.517,2.303,3.083,0.417,0.294,0.316,0.36,5.271,6.012,7.7,8701.583,0.0
2022-11-23,97.2,5.1,16.1,10.6,63.664,96.412,0.0,8.804,3.532,5.167,0.173,0.293,0.316,0.36,7.096,7.154,8.025,8658.917,0.0
2022-11-24,97.643,3.9,11.6,7.75,53.206,100.284,0.0,7.95,2.188,4.979,0.265,0.292,0.316,0.361,8.525,8.375,8.608,8656.25,0.0
2022-11-25,98.148,-4.8,12.6,3.9,44.687,99.628,0.0,10.491,1.076,1.688,0.25,0.291,0.316,0.361,6.921,7.983,8.938,8723.042,0.0
