TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe_Model
5/9/17 7:42,136,"ZONE 00012, ZONE 00013, ZONE 00014",38.71208,-97.43589,34.36,1.6412,1.4238,19.8567,CD659 12cm rods
5/9/17 7:43,137,ZONE 00012,38.71207,-97.4356,38.05,1.7033,1.6603,23.0535,CD659 12cm rods
5/9/17 7:43,138,"ZONE 00012, ZONE 00015",38.71207,-97.43533,33.57,1.6287,1.4275,19.2332,CD659 12cm rods
5/9/17 7:44,139,"ZONE 00011, ZONE 00012, ZONE 00015",38.71205,-97.43507,32.45,1.6107,1.3545,18.3708,CD659 12cm rods
5/9/17 7:44,140,"ZONE 00011, ZONE 00012, ZONE 00015",38.71206,-97.43475,34.83,1.6491,1.4888,20.2371,CD659 12cm rods
5/9/17 7:45,141,"ZONE 00011, ZONE 00015",38.71205,-97.43449,35.79,1.6649,1.548,21.0325,CD659 12cm rods
5/9/17 7:45,142,ZONE 00011,38.71206,-97.43418,34.36,1.6412,1.4411,19.8519,CD659 12cm rods
5/9/17 7:45,143,"ZONE 00003, ZONE 00011",38.71205,-97.4339,40.26,1.7429,1.8057,25.223,CD659 12cm rods
5/9/17 7:45,144,"ZONE 00003, ZONE 00011",38.71205,-97.4339,40.26,1.7429,1.8057,25.223,CD659 12cm rods
5/9/17 7:46,145,"ZONE 00003, ZONE 00011",38.71205,-97.4336,40.01,1.7372,1.6795,24.9687,CD659 12cm rods
5/9/17 7:46,146,ZONE 00003,38.71204,-97.43331,40.41,1.7452,1.7827,25.3745,CD659 12cm rods
5/9/17 7:47,147,ZONE 00003,38.71202,-97.43301,39,1.7214,1.8116,23.9568,CD659 12cm rods
5/9/17 7:47,148,ZONE 00003,38.71203,-97.43287,38.59,1.7135,1.7485,23.5619,CD659 12cm rods
5/9/17 7:48,149,ZONE 00003,38.71204,-97.43269,37.87,1.7011,1.72,22.8822,CD659 12cm rods
5/9/17 7:48,150,ZONE 00003,38.71204,-97.43262,43.28,1.8005,2.0042,28.5924,CD659 12cm rods
5/9/17 7:48,151,ZONE 00003,38.71213,-97.43264,41.3,1.7632,1.9351,26.3234,CD659 12cm rods
5/9/17 7:48,152,"ZONE 00001, ZONE 00003",38.71222,-97.43265,41.71,1.7711,1.9689,26.7735,CD659 12cm rods
5/9/17 7:49,153,"ZONE 00001, ZONE 00003",38.71227,-97.43266,40.05,1.7406,1.8867,25.007,CD659 12cm rods
5/9/17 7:49,154,"ZONE 00001, ZONE 00003",38.71228,-97.43273,38.93,1.7203,1.8143,23.8882,CD659 12cm rods
5/9/17 7:49,155,ZONE 00003,38.71229,-97.43295,36.66,1.6796,1.5908,21.7928,CD659 12cm rods
5/9/17 7:50,156,ZONE 00003,38.71231,-97.43324,35.65,1.6626,1.5323,20.9215,CD659 12cm rods
5/9/17 7:50,157,ZONE 00003,38.71231,-97.43353,39.69,1.7316,1.6918,24.6376,CD659 12cm rods
5/9/17 7:51,158,"ZONE 00003, ZONE 00011",38.71232,-97.4338,39.29,1.7259,1.7877,24.2435,CD659 12cm rods
5/9/17 7:51,159,"ZONE 00011, ZONE 00015",38.71233,-97.43409,39.73,1.7327,1.731,24.6812,CD659 12cm rods
5/9/17 7:52,160,"ZONE 00011, ZONE 00015",38.71234,-97.43437,39.6,1.7305,1.7375,24.546,CD659 12cm rods
5/9/17 7:52,161,"ZONE 00011, ZONE 00015",38.71235,-97.43466,40.52,1.7474,1.8004,25.4954,CD659 12cm rods
5/9/17 7:52,162,"ZONE 00012, ZONE 00015",38.71236,-97.43496,37.54,1.6943,1.612,22.5805,CD659 12cm rods
5/9/17 7:53,163,"ZONE 00012, ZONE 00015",38.71237,-97.43525,38.46,1.7101,1.6559,23.4355,CD659 12cm rods
5/9/17 7:53,164,"ZONE 00012, ZONE 00014, ZONE 00015",38.71238,-97.43554,37.77,1.6977,1.5644,22.7852,CD659 12cm rods
5/9/17 7:54,165,"ZONE 00012, ZONE 00014",38.71239,-97.43583,32.94,1.6186,1.3957,18.7427,CD659 12cm rods
5/9/17 7:54,166,"ZONE 00013, ZONE 00014",38.7124,-97.43613,33.38,1.6253,1.3676,19.082,CD659 12cm rods
5/9/17 7:55,167,"ZONE 00013, ZONE 00014",38.71241,-97.43642,29.97,1.5722,1.296,16.5878,CD659 12cm rods
5/9/17 7:55,168,"ZONE 00013, ZONE 00014",38.71244,-97.4367,29.08,1.5587,1.2681,15.9864,CD659 12cm rods
5/9/17 7:56,169,"ZONE 00013, ZONE 00014",38.71244,-97.43678,32.74,1.6152,1.2958,18.5946,CD659 12cm rods
5/9/17 7:56,170,ZONE 00014,38.71268,-97.43677,30.27,1.5767,1.2662,16.8021,CD659 12cm rods
5/9/17 7:56,171,ZONE 00014,38.71268,-97.43649,30.42,1.579,1.262,16.9059,CD659 12cm rods
5/9/17 7:57,172,ZONE 00014,38.71267,-97.43621,33.39,1.6253,1.3264,19.0857,CD659 12cm rods
5/9/17 7:57,173,ZONE 00014,38.71267,-97.4361,33.24,1.6231,1.3519,18.9737,CD659 12cm rods
5/9/17 7:57,174,ZONE 00014,38.71267,-97.4361,33.24,1.6231,1.3519,18.9737,CD659 12cm rods
5/9/17 7:58,175,ZONE 00014,38.71266,-97.43594,34.37,1.6412,1.4104,19.8597,CD659 12cm rods
5/9/17 7:58,176,"ZONE 00014, ZONE 00015",38.71265,-97.43566,37.78,1.6977,1.4659,22.7953,CD659 12cm rods
5/9/17 7:59,177,"ZONE 00014, ZONE 00015",38.71265,-97.43551,36.97,1.6841,1.5205,22.0637,CD659 12cm rods
5/9/17 7:59,178,"ZONE 00014, ZONE 00015",38.71264,-97.43537,35.93,1.6672,1.5374,21.157,CD659 12cm rods
5/9/17 7:59,179,ZONE 00015,38.71264,-97.43508,37.54,1.6943,1.6226,22.5749,CD659 12cm rods
5/9/17 8:00,180,ZONE 00015,38.71262,-97.43481,40.31,1.7429,1.7258,25.2764,CD659 12cm rods
5/9/17 8:00,181,ZONE 00015,38.71262,-97.43481,40.31,1.7429,1.7258,25.2764,CD659 12cm rods
5/9/17 8:00,182,ZONE 00015,38.71262,-97.43452,40.38,1.7452,1.8153,25.3491,CD659 12cm rods
5/9/17 8:01,183,ZONE 00015,38.71261,-97.43441,39.93,1.7361,1.7123,24.8885,CD659 12cm rods
5/9/17 8:01,184,ZONE 00015,38.71261,-97.43424,36.51,1.6773,1.6143,21.6563,CD659 12cm rods
5/9/17 8:01,185,"ZONE 00004, ZONE 00015",38.71261,-97.43396,40.47,1.7463,1.7879,25.4377,CD659 12cm rods
5/9/17 8:02,186,"ZONE 00003, ZONE 00004",38.71261,-97.43379,37.74,1.6977,1.6219,22.7619,CD659 12cm rods
5/9/17 8:02,187,"ZONE 00003, ZONE 00004",38.71261,-97.43366,36.27,1.6728,1.5595,21.446,CD659 12cm rods
5/9/17 8:02,188,"ZONE 00003, ZONE 00004",38.7126,-97.43338,35.62,1.6615,1.4372,20.8913,CD659 12cm rods
5/9/17 8:03,189,ZONE 00003,38.7126,-97.4331,35.42,1.6593,1.5644,20.7254,CD659 12cm rods
5/9/17 8:03,190,"ZONE 00001, ZONE 00003",38.71261,-97.43285,38.2,1.7079,1.7992,23.1872,CD659 12cm rods
5/9/17 8:04,191,"ZONE 00001, ZONE 00003",38.71261,-97.43272,45.12,1.839,2.1803,30.9206,CD659 12cm rods
5/9/17 8:04,192,"ZONE 00001, ZONE 00003",38.71274,-97.43275,43.57,1.8073,2.0713,28.9538,CD659 12cm rods
5/9/17 8:05,193,"ZONE 00001, ZONE 00003",38.71286,-97.43279,42.8,1.7904,1.9212,28.0243,CD659 12cm rods
5/9/17 8:05,194,"ZONE 00001, ZONE 00003, ZONE 00004",38.71285,-97.4329,36.87,1.6852,1.745,21.9718,CD659 12cm rods
5/9/17 8:05,195,"ZONE 00003, ZONE 00004",38.71286,-97.43307,34.47,1.6434,1.5029,19.9405,CD659 12cm rods
5/9/17 8:06,196,"ZONE 00003, ZONE 00004",38.71286,-97.43336,32.7,1.6152,1.4278,18.5633,CD659 12cm rods
5/9/17 8:06,197,ZONE 00004,38.71288,-97.43365,34.93,1.6502,1.408,20.3166,CD659 12cm rods
5/9/17 8:07,198,ZONE 00004,38.71289,-97.43392,34.22,1.6389,1.4217,19.7436,CD659 12cm rods
5/9/17 8:07,199,"ZONE 00004, ZONE 00015",38.71291,-97.43422,34.84,1.6491,1.462,20.2473,CD659 12cm rods
5/9/17 8:07,200,ZONE 00015,38.71292,-97.43451,37.96,1.7011,1.5825,22.9653,CD659 12cm rods
5/9/17 8:08,201,"ZONE 00015, ZONE 00016",38.71294,-97.43479,35.83,1.6649,1.4402,21.0662,CD659 12cm rods
5/9/17 8:08,202,ZONE 00015,38.71295,-97.43507,31.5,1.596,1.3339,17.6761,CD659 12cm rods
5/9/17 8:09,203,"ZONE 00014, ZONE 00015",38.71296,-97.43535,36.03,1.6683,1.4551,21.2405,CD659 12cm rods
5/9/17 8:09,204,ZONE 00014,38.71297,-97.4356,32.74,1.6152,1.343,18.5911,CD659 12cm rods
5/9/17 8:10,205,ZONE 00014,38.71297,-97.43588,34.3,1.64,1.3789,19.8075,CD659 12cm rods
5/9/17 8:10,206,ZONE 00014,38.71299,-97.43616,29.1,1.5587,1.2228,15.999,CD659 12cm rods
5/9/17 8:10,207,ZONE 00014,38.71299,-97.43628,23.86,1.4807,1.1927,12.74,CD659 12cm rods
5/9/17 8:10,208,ZONE 00014,38.71299,-97.43628,24.86,1.4954,1.1979,13.3263,CD659 12cm rods
5/9/17 8:11,209,ZONE 00014,38.713,-97.43643,28.69,1.553,1.2938,15.7232,CD659 12cm rods
5/9/17 8:11,210,ZONE 00014,38.71301,-97.43674,25.93,1.5112,1.213,13.967,CD659 12cm rods
5/9/17 8:12,211,ZONE 00014,38.71301,-97.4368,28.59,1.5507,1.1967,15.6564,CD659 12cm rods
5/9/17 8:12,212,[Unspecified Zone],38.71325,-97.43679,32.45,1.6107,1.2253,18.3711,CD659 12cm rods
5/9/17 8:13,213,ZONE 00014,38.71324,-97.43649,25.55,1.5055,1.2001,13.7406,CD659 12cm rods
5/9/17 8:13,214,"ZONE 00014, ZONE 00017",38.71323,-97.4362,27.89,1.5406,1.2375,15.2028,CD659 12cm rods
5/9/17 8:13,215,"ZONE 00014, ZONE 00017",38.71321,-97.43591,27.22,1.5304,1.2242,14.7707,CD659 12cm rods
5/9/17 8:14,216,"ZONE 00014, ZONE 00017",38.71319,-97.43563,30.71,1.5835,1.2961,17.1063,CD659 12cm rods
5/9/17 8:14,217,ZONE 00017,38.71319,-97.43549,28.86,1.5553,1.2637,15.8371,CD659 12cm rods
5/9/17 8:14,218,"ZONE 00015, ZONE 00016",38.71318,-97.43535,23.49,1.475,1.1814,12.5251,CD659 12cm rods
5/9/17 8:15,219,"ZONE 00015, ZONE 00016",38.71318,-97.43508,30.32,1.5779,1.3236,16.8363,CD659 12cm rods
5/9/17 8:15,220,"ZONE 00015, ZONE 00016",38.71317,-97.43497,28.03,1.5428,1.2567,15.2929,CD659 12cm rods
5/9/17 8:15,221,"ZONE 00015, ZONE 00016",38.71317,-97.43479,31.47,1.596,1.3877,17.6546,CD659 12cm rods
5/9/17 8:16,222,"ZONE 00004, ZONE 00015, ZONE 00016",38.71315,-97.43451,26.29,1.5168,1.2358,14.1899,CD659 12cm rods
5/9/17 8:16,223,"ZONE 00004, ZONE 00015, ZONE 00016",38.71315,-97.43439,31.73,1.5993,1.3286,17.8377,CD659 12cm rods
5/9/17 8:16,224,"ZONE 00004, ZONE 00015, ZONE 00016",38.71313,-97.43423,36.44,1.6751,1.4703,21.5934,CD659 12cm rods
5/9/17 8:17,225,ZONE 00004,38.71314,-97.43393,33.58,1.6287,1.4074,19.2399,CD659 12cm rods
